67,43.5710589885712
0,46.2853569984436
16,64.7272799015045
0,77.6365411281586
0,85.8285799026489
0,90.0511519908905
0,107.531251907349
0,117.826618909836
17,134.91650891304
32,158.17746090889
0,176.85594201088
0,219.424695014954
50,249.556822061539
0,261.364442110062
0,273.516089916229
0,278.730612039566
0,296.736324071884
0,308.701121091843
0,311.783781051636
29,348.413938045502
0,356.63770699501
0,374.32050204277
14,425.163578033447
0,433.039443016052
0,465.5481569767
78,509.240754127502
40,530.022244930267
0,534.694036960602
0,538.498239994049
0,565.339991092682
0,584.225239992142
20,598.387773990631
0,602.086380958557
0,604.514008998871
0,609.52244591713
0,615.64745092392
0,625.79652094841
33,646.653043985367
0,650.933074951172
0,654.478992938995
8,681.05196595192
0,737.118967056274
0,744.69177699089
0,782.623847007752
0,791.640464067459
0,793.999622106552
0,848.745909929276
0,850.531666040421
27,865.44078707695
0,873.321171045303
0,900.574927091598
0,909.904570102692
0,932.976188898087
0,952.426069974899
0,964.727906942368
0,982.83492898941
0,1004.47519612312
0,1035.31823897362
0,1051.69163703918
6,1055.22547602654
0,1060.23100590706
0,1064.52861905098
0,1072.08551311493
38,1079.74698901176
3,1100.47317409515
0,1112.49535012245
21,1121.22444105148
0,1126.46963596344
0,1128.64245009422
0,1131.10260295868
0,1145.63414406776
0,1148.97205495834
0,1157.0445599556
0,1175.28639912605
0,1178.9237639904
0,1188.69001197815
0,1193.02488303185
4,1198.56708812714
0,1205.65617489815
0,1219.99471902847
6,1226.30161499977
25,1232.33951306343
0,1237.53226208687
108,1292.73217892647
26,1325.16938400269
2,1345.27382993698
16,1349.50827908516
0,1359.92045092583
0,1363.41243290901
0,1383.13552713394
0,1385.97318291664
0,1400.64373493195
13,1415.3390519619
57,1433.46750211716
0,1451.40096902847
0,1469.19660711288
0,1473.30307412148
18,1509.00875210762
64,1564.15758991241
0,1567.05750799179
88,1622.58952593803
353,1678.07690095902
0,1726.74266910553
29,1734.45133590698
0,1759.85254311562
257,1814.05878400803
0,1821.74657511711
16,1843.09462809563
0,1853.09447193146
34,1862.16646194458
0,1866.92906594276
107,1887.94396495819
0,1891.6182179451
0,1900.02986001968
6,1916.92349910736
1,1946.28591394424
0,1949.14576292038
0,1952.67891597748
7,2008.50228190422
0,2012.29261994362
0,2019.48445296288
0,2030.27763199806
0,2033.8258330822
0,2043.00185799599
0,2051.74853992462
85,2066.80357909203
98,2121.72728395462
0,2124.70626997948
0,2130.43097400665
51,2142.50007104874
0,2150.15651702881
0,2157.89632892609
0,2163.65060901642
0,2173.4458129406
0,2176.65559506416
0,2186.40493202209
0,2201.87440896034
0,2205.61808800697
0,2211.0728020668
0,2227.65566492081
63,2238.59871196747
0,2244.95977091789
0,2249.17514204979
0,2254.35662603378
0,2258.07888102531
15,2279.56415510178
1,2312.72590708733
28,2318.85399508476
26,2325.13976812363
2,2329.35782504082
227,2367.94728899002
220,2414.14111590385
43,2430.87169909477
213,2464.47520399094
1,2467.88831496239
34,2488.21882295609
0,2490.79981994629
295,2546.30492997169
42,2574.66473293304
0,2582.00899505615
67,2627.49510407448
3,2638.85870909691
259,2685.35712599754
86,2740.25570011139
13,2759.94986605644
6,2765.30581212044
0,2767.9029610157
19,2773.76451301575
110,2801.4736571312
19,2854.88612294197
18,2889.05023908615
196,2944.23314404488
1,2955.73683905602
38,2982.2134039402
261,3021.95495605469
276,3071.8641269207
15,3104.23684501648
0,3107.09478497505
208,3140.74207997322
58,3196.62073493004
246,3240.57481098175
40,3295.99841594696
221,3343.85228610039
197,3399.01505994797
77,3413.22723007202
158,3468.86301612854
131,3487.45533204079
189,3526.3073079586
284,3571.85164213181
273,3617.14192199707
257,3663.58637809753
175,3717.81999993324
162,3742.76509594917
215,3790.10513401031
103,3818.52472901344
64,3857.81305098534
200,3912.93955612183
0,3943.71805405617
235,3977.73493790627
39,4004.17915606499
169,4035.57407903671
201,4063.67248511314
193,4115.88694310188
141,4153.0129070282
195,4200.48068594933
18,4221.80562591553
186,4256.43675112724
290,4303.31469893456
0,4307.48687291145
223,4347.30523204803
275,4402.52390313149
0,4405.59556603432
199,4453.05298709869
56,4508.13403296471
0,4511.29102993012
190,4542.88496804237
182,4596.17329692841
41,4613.43798208237
190,4661.98279190064
198,4700.95956492424
222,4740.21473193169
204,4777.13706994057
195,4807.48600292206
185,4837.15152692795
189,4867.21587491036
91,4923.43165802956
0,4930.92066693306
0,4941.26806092262
0,4944.1083920002
274,4993.05029296875
264,5042.8553340435
225,5077.3275949955
251,5124.61341309547
178,5152.70815300941
220,5191.92001390457
198,5218.44758892059
210,5265.18702292442
239,5319.82517194748
0,5321.92913413048
229,5359.22613406181
230,5392.98912501335
217,5428.04404497147
274,5477.29856109619
178,5505.27147102356
