670,,7368.82,kept getting stuck in circles
210,,,
0,,,
0,,,
0,,,
0,,,
380,,,
300,,,
480,,,
0,,,
240,,,
520,,,
0,,,
70,,,
0,,,
0,,,
0,,,
40,,,
280,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
10,,,
0,,,
0,,,
0,,,
10,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
60,,,
0,,,
0,,,
320,,,
0,,,
70,,,
0,,,
350,,,
650,,,
10,,,
0,,,
650,,,
0,,,
0,,,
0,,,
60,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
30,,,
0,,,
0,,,
0,,,
0,,,
0,,,
380,,,
0,,,
210,,,
0,,,
320,,,
670,,,
0,,,
70,,,
0,,,
0,,,
0,,,
0,,,
60,,,
590,,,
970,,,
430,,,
160,,,
30,,,
320,,,
40,,,
120,,,
630,,,
0,,,
540,,,
0,,,
0,,,
0,,,
790,,,
590,,,
10,,,
0,,,
610,,,
990,,,
550,,,
420,,,
0,,,
0,,,
0,,,
0,,,
370,,,
0,,,
630,,,
20,,,
0,,,
0,,,
0,,,
280,,,
0,,,
0,,,
100,,,
0,,,
0,,,
0,,,
590,,,
630,,,
10,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
270,,,
160,,,
20,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
150,,,
0,,,
0,,,
0,,,
0,,,
600,,,
0,,,
400,,,
70,,,
0,,,
590,,,
710,,,
0,,,
570,,,
30,,,
300,,,
0,,,
40,,,
0,,,
0,,,
0,,,
590,,,
560,,,
0,,,
0,,,
0,,,
0,,,
670,,,
10,,,
0,,,
0,,,
510,,,
10,,,
10,,,
0,,,
0,,,
820,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
60,,,
0,,,
0,,,
0,,,
70,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
470,,,
0,,,
0,,,
0,,,
140,,,
0,,,
490,,,
70,,,
80,,,
670,,,
640,,,
180,,,
230,,,
0,,,
180,,,
490,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
520,,,
530,,,
10,,,
0,,,
610,,,
10,,,
870,,,
490,,,
10,,,
0,,,
570,,,
410,,,
10,,,
430,,,
630,,,
0,,,
0,,,
590,,,
0,,,
630,,,
0,,,
0,,,
0,,,
0,,,
600,,,
630,,,
0,,,
0,,,
620,,,
0,,,
600,,,
440,,,
610,,,
450,,,
590,,,
0,,,
30,,,
530,,,
0,,,
560,,,
460,,,
530,,,
630,,,
10,,,
10,,,
30,,,
30,,,
280,,,
0,,,
0,,,
0,,,
0,,,
60,,,
0,,,
280,,,
0,,,
400,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
420,,,
0,,,
610,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
500,,,
580,,,
0,,,
0,,,
610,,,
0,,,
0,,,
0,,,
0,,,
640,,,
490,,,
0,,,
0,,,
570,,,
0,,,
0,,,
560,,,
0,,,
0,,,
0,,,
0,,,
0,,,
570,,,
10,,,
590,,,
580,,,
0,,,
530,,,
260,,,
0,,,
0,,,
0,,,
240,,,
340,,,
230,,,
510,,,
580,,,
130,,,
720,,,
150,,,
30,,,
590,,,
0,,,
450,,,
250,,,
340,,,
60,,,
0,,,
0,,,
0,,,
120,,,
670,,,
10,,,
120,,,
0,,,
0,,,
100,,,
0,,,
0,,,
0,,,
250,,,
0,,,
670,,,
10,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
580,,,
0,,,
780,,,
630,,,
10,,,
940,,,
10,,,
630,,,
10,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
860,,,
10,,,
0,,,
0,,,
0,,,
0,,,
670,,,
0,,,
0,,,
0,,,
0,,,
0,,,
630,,,
0,,,
10,,,
0,,,
500,,,
590,,,
560,,,
450,,,
530,,,
620,,,
420,,,
850,,,
330,,,
460,,,
0,,,
860,,,
10,,,
360,,,
0,,,
890,,,
170,,,
520,,,
230,,,
490,,,
110,,,
270,,,
730,,,
0,,,
170,,,
660,,,
380,,,
10,,,
0,,,
820,,,
10,,,
0,,,
970,,,
10,,,
940,,,
590,,,
340,,,
0,,,
0,,,
600,,,
580,,,
750,,,
500,,,
520,,,
130,,,
470,,,
770,,,
10,,,
760,,,
240,,,
290,,,
330,,,
190,,,
150,,,
180,,,
340,,,
40,,,
280,,,
80,,,
760,,,
360,,,
580,,,
370,,,
600,,,
260,,,
670,,,
480,,,
520,,,
330,,,
610,,,
1050,,,
430,,,
840,,,
590,,,
250,,,
500,,,
670,,,
670,,,
10,,,
630,,,
140,,,
0,,,
1020,,,
160,,,
560,,,
360,,,
1080,,,
440,,,
0,,,
830,,,
490,,,
